birth_order,birth_sex,mother_age,birth_count,country
6胎,男,50歲以上,0,基隆市
6胎,男,未滿15歲,0,基隆市
7胎,女,15～19歲,0,基隆市
7胎,女,20～24歲,0,基隆市
7胎,女,25～29歲,0,基隆市
7胎,女,30～34歲,1,基隆市
7胎,女,35～39歲,0,基隆市
7胎,女,40～44歲,0,基隆市
7胎,女,45～49歲,0,基隆市
7胎,女,50歲以上,0,基隆市
7胎,女,未滿15歲,0,基隆市
7胎,男,15～19歲,0,基隆市
7胎,男,20～24歲,0,基隆市
7胎,男,25～29歲,0,基隆市
7胎,男,30～34歲,1,基隆市
7胎,男,35～39歲,0,基隆市
7胎,男,40～44歲,0,基隆市
7胎,男,45～49歲,0,基隆市
7胎,男,50歲以上,0,基隆市
7胎,男,未滿15歲,0,基隆市
8胎,女,15～19歲,0,基隆市
8胎,女,20～24歲,0,基隆市
8胎,女,25～29歲,0,基隆市
8胎,女,30～34歲,0,基隆市
8胎,女,35～39歲,0,基隆市
8胎,女,40～44歲,0,基隆市
8胎,女,45～49歲,0,基隆市
8胎,女,50歲以上,0,基隆市
8胎,女,未滿15歲,0,基隆市
8胎,男,15～19歲,0,基隆市
8胎,男,20～24歲,0,基隆市
8胎,男,25～29歲,0,基隆市
8胎,男,30～34歲,0,基隆市
8胎,男,35～39歲,0,基隆市
8胎,男,40～44歲,0,基隆市
8胎,男,45～49歲,0,基隆市
8胎,男,50歲以上,0,基隆市
8胎,男,未滿15歲,0,基隆市
9胎以上,女,15～19歲,0,基隆市
9胎以上,女,20～24歲,0,基隆市
9胎以上,女,25～29歲,0,基隆市
9胎以上,女,30～34歲,0,基隆市
9胎以上,女,35～39歲,0,基隆市
9胎以上,女,40～44歲,0,基隆市
9胎以上,女,45～49歲,0,基隆市
9胎以上,女,50歲以上,0,基隆市
9胎以上,女,未滿15歲,0,基隆市
9胎以上,男,15～19歲,0,基隆市
9胎以上,男,20～24歲,0,基隆市
9胎以上,男,25～29歲,0,基隆市
9胎以上,男,30～34歲,0,基隆市
9胎以上,男,35～39歲,1,基隆市
9胎以上,男,40～44歲,0,基隆市
9胎以上,男,45～49歲,0,基隆市
9胎以上,男,50歲以上,0,基隆市
9胎以上,男,未滿15歲,0,基隆市
1胎,女,15～19歲,52,臺北市
1胎,女,20～24歲,299,臺北市
1胎,女,25～29歲,1232,臺北市
1胎,女,30～34歲,2884,臺北市
1胎,女,35～39歲,1696,臺北市
1胎,女,40～44歲,263,臺北市
1胎,女,45～49歲,10,臺北市
1胎,女,50歲以上,5,臺北市
1胎,女,未滿15歲,0,臺北市
1胎,男,15～19歲,40,臺北市
1胎,男,20～24歲,287,臺北市
1胎,男,25～29歲,1380,臺北市
1胎,男,30～34歲,2937,臺北市
1胎,男,35～39歲,1729,臺北市
1胎,男,40～44歲,292,臺北市
1胎,男,45～49歲,20,臺北市
1胎,男,50歲以上,5,臺北市
1胎,男,未滿15歲,1,臺北市
2胎,女,15～19歲,5,臺北市
2胎,女,20～24歲,95,臺北市
2胎,女,25～29歲,524,臺北市
2胎,女,30～34歲,1854,臺北市
2胎,女,35～39歲,1965,臺北市
2胎,女,40～44歲,340,臺北市
2胎,女,45～49歲,10,臺北市
2胎,女,50歲以上,4,臺北市
2胎,女,未滿15歲,0,臺北市
2胎,男,15～19歲,5,臺北市
2胎,男,20～24歲,98,臺北市
2胎,男,25～29歲,601,臺北市
2胎,男,30～34歲,2024,臺北市
2胎,男,35～39歲,2085,臺北市
2胎,男,40～44歲,351,臺北市
2胎,男,45～49歲,15,臺北市
2胎,男,50歲以上,3,臺北市
2胎,男,未滿15歲,0,臺北市
3胎,女,15～19歲,0,臺北市
3胎,女,20～24歲,13,臺北市
3胎,女,25～29歲,75,臺北市
3胎,女,30～34歲,241,臺北市
3胎,女,35～39歲,345,臺北市
3胎,女,40～44歲,108,臺北市
3胎,女,45～49歲,3,臺北市
3胎,女,50歲以上,0,臺北市
3胎,女,未滿15歲,0,臺北市
3胎,男,15～19歲,0,臺北市
3胎,男,20～24歲,9,臺北市
3胎,男,25～29歲,66,臺北市
3胎,男,30～34歲,248,臺北市
3胎,男,35～39歲,392,臺北市
3胎,男,40～44歲,131,臺北市
3胎,男,45～49歲,5,臺北市
3胎,男,50歲以上,0,臺北市
3胎,男,未滿15歲,0,臺北市
4胎,女,15～19歲,0,臺北市
4胎,女,20～24歲,3,臺北市
4胎,女,25～29歲,5,臺北市
4胎,女,30～34歲,26,臺北市
4胎,女,35～39歲,51,臺北市
4胎,女,40～44歲,21,臺北市
4胎,女,45～49歲,1,臺北市
4胎,女,50歲以上,0,臺北市
4胎,女,未滿15歲,0,臺北市
4胎,男,15～19歲,0,臺北市
4胎,男,20～24歲,3,臺北市
4胎,男,25～29歲,7,臺北市
4胎,男,30～34歲,39,臺北市
4胎,男,35～39歲,52,臺北市
4胎,男,40～44歲,22,臺北市
4胎,男,45～49歲,1,臺北市
4胎,男,50歲以上,0,臺北市
4胎,男,未滿15歲,0,臺北市
5胎,女,15～19歲,0,臺北市
5胎,女,20～24歲,1,臺北市
5胎,女,25～29歲,2,臺北市
5胎,女,30～34歲,3,臺北市
5胎,女,35～39歲,15,臺北市
5胎,女,40～44歲,5,臺北市
5胎,女,45～49歲,0,臺北市
5胎,女,50歲以上,0,臺北市
5胎,女,未滿15歲,0,臺北市
5胎,男,15～19歲,0,臺北市
5胎,男,20～24歲,0,臺北市
5胎,男,25～29歲,2,臺北市
5胎,男,30～34歲,7,臺北市
5胎,男,35～39歲,11,臺北市
5胎,男,40～44歲,5,臺北市
5胎,男,45～49歲,0,臺北市
5胎,男,50歲以上,0,臺北市
5胎,男,未滿15歲,0,臺北市
6胎,女,15～19歲,0,臺北市
6胎,女,20～24歲,0,臺北市
6胎,女,25～29歲,0,臺北市
6胎,女,30～34歲,0,臺北市
6胎,女,35～39歲,5,臺北市
6胎,女,40～44歲,0,臺北市
6胎,女,45～49歲,0,臺北市
6胎,女,50歲以上,0,臺北市
6胎,女,未滿15歲,0,臺北市
6胎,男,15～19歲,0,臺北市
6胎,男,20～24歲,0,臺北市
6胎,男,25～29歲,0,臺北市
6胎,男,30～34歲,0,臺北市
6胎,男,35～39歲,2,臺北市
6胎,男,40～44歲,0,臺北市
6胎,男,45～49歲,0,臺北市
6胎,男,50歲以上,0,臺北市
6胎,男,未滿15歲,0,臺北市
7胎,女,15～19歲,0,臺北市
7胎,女,20～24歲,0,臺北市
7胎,女,25～29歲,0,臺北市
7胎,女,30～34歲,0,臺北市
7胎,女,35～39歲,1,臺北市
7胎,女,40～44歲,0,臺北市
7胎,女,45～49歲,1,臺北市
7胎,女,50歲以上,0,臺北市
7胎,女,未滿15歲,0,臺北市
7胎,男,15～19歲,0,臺北市
7胎,男,20～24歲,0,臺北市
7胎,男,25～29歲,0,臺北市
7胎,男,30～34歲,0,臺北市
7胎,男,35～39歲,1,臺北市
7胎,男,40～44歲,0,臺北市
7胎,男,45～49歲,0,臺北市
7胎,男,50歲以上,0,臺北市
7胎,男,未滿15歲,0,臺北市
8胎,女,15～19歲,0,臺北市
8胎,女,20～24歲,0,臺北市
8胎,女,25～29歲,0,臺北市
8胎,女,30～34歲,1,臺北市
8胎,女,35～39歲,0,臺北市
8胎,女,40～44歲,0,臺北市
8胎,女,45～49歲,0,臺北市
8胎,女,50歲以上,0,臺北市
8胎,女,未滿15歲,0,臺北市
8胎,男,15～19歲,0,臺北市
8胎,男,20～24歲,0,臺北市
8胎,男,25～29歲,0,臺北市
8胎,男,30～34歲,0,臺北市
8胎,男,35～39歲,0,臺北市
8胎,男,40～44歲,0,臺北市
8胎,男,45～49歲,0,臺北市
8胎,男,50歲以上,0,臺北市
8胎,男,未滿15歲,0,臺北市
9胎以上,女,15～19歲,0,臺北市
9胎以上,女,20～24歲,0,臺北市
9胎以上,女,25～29歲,0,臺北市
9胎以上,女,30～34歲,0,臺北市
9胎以上,女,35～39歲,0,臺北市
9胎以上,女,40～44歲,0,臺北市
9胎以上,女,45～49歲,0,臺北市
9胎以上,女,50歲以上,0,臺北市
9胎以上,女,未滿15歲,0,臺北市
9胎以上,男,15～19歲,0,臺北市
9胎以上,男,20～24歲,0,臺北市
9胎以上,男,25～29歲,0,臺北市
9胎以上,男,30～34歲,0,臺北市
9胎以上,男,35～39歲,2,臺北市
9胎以上,男,40～44歲,0,臺北市
9胎以上,男,45～49歲,0,臺北市
9胎以上,男,50歲以上,0,臺北市
9胎以上,男,未滿15歲,0,臺北市
1胎,女,15～19歲,173,新北市
1胎,女,20～24歲,776,新北市
1胎,女,25～29歲,2128,新北市
1胎,女,30～34歲,3069,新北市
1胎,女,35～39歲,1776,新北市
1胎,女,40～44歲,262,新北市
1胎,女,45～49歲,19,新北市
1胎,女,50歲以上,1,新北市
1胎,女,未滿15歲,1,新北市
1胎,男,15～19歲,141,新北市
1胎,男,20～24歲,829,新北市
1胎,男,25～29歲,2259,新北市
1胎,男,30～34歲,3351,新北市
1胎,男,35～39歲,1766,新北市
1胎,男,40～44歲,264,新北市
1胎,男,45～49歲,16,新北市
1胎,男,50歲以上,1,新北市
1胎,男,未滿15歲,2,新北市
2胎,女,15～19歲,14,新北市
2胎,女,20～24歲,285,新北市
2胎,女,25～29歲,1051,新北市
2胎,女,30～34歲,2294,新北市
2胎,女,35～39歲,1741,新北市
2胎,女,40～44歲,295,新北市
2胎,女,45～49歲,13,新北市
2胎,女,50歲以上,0,新北市
2胎,女,未滿15歲,0,新北市
2胎,男,15～19歲,30,新北市
2胎,男,20～24歲,294,新北市
2胎,男,25～29歲,1002,新北市
2胎,男,30～34歲,2367,新北市
2胎,男,35～39歲,1967,新北市
2胎,男,40～44歲,322,新北市
2胎,男,45～49歲,13,新北市
2胎,男,50歲以上,0,新北市
2胎,男,未滿15歲,0,新北市
3胎,女,15～19歲,0,新北市
3胎,女,20～24歲,47,新北市
3胎,女,25～29歲,148,新北市
3胎,女,30～34歲,393,新北市
3胎,女,35～39歲,433,新北市
3胎,女,40～44歲,118,新北市
3胎,女,45～49歲,5,新北市
3胎,女,50歲以上,0,新北市
3胎,女,未滿15歲,0,新北市
3胎,男,15～19歲,2,新北市
3胎,男,20～24歲,37,新北市
3胎,男,25～29歲,155,新北市
3胎,男,30～34歲,470,新北市
3胎,男,35～39歲,511,新北市
3胎,男,40～44歲,133,新北市
3胎,男,45～49歲,7,新北市
3胎,男,50歲以上,0,新北市
3胎,男,未滿15歲,0,新北市
4胎,女,15～19歲,0,新北市
4胎,女,20～24歲,6,新北市
4胎,女,25～29歲,33,新北市
4胎,女,30～34歲,72,新北市
4胎,女,35～39歲,88,新北市
4胎,女,40～44歲,35,新北市
4胎,女,45～49歲,3,新北市
4胎,女,50歲以上,0,新北市
4胎,女,未滿15歲,0,新北市
4胎,男,15～19歲,1,新北市
4胎,男,20～24歲,6,新北市
4胎,男,25～29歲,27,新北市
4胎,男,30～34歲,64,新北市
4胎,男,35～39歲,101,新北市
4胎,男,40～44歲,34,新北市
4胎,男,45～49歲,2,新北市
4胎,男,50歲以上,0,新北市
4胎,男,未滿15歲,0,新北市
5胎,女,15～19歲,0,新北市
5胎,女,20～24歲,0,新北市
5胎,女,25～29歲,9,新北市
5胎,女,30～34歲,12,新北市
5胎,女,35～39歲,24,新北市
5胎,女,40～44歲,4,新北市
5胎,女,45～49歲,0,新北市
5胎,女,50歲以上,0,新北市
5胎,女,未滿15歲,0,新北市
5胎,男,15～19歲,0,新北市
5胎,男,20～24歲,1,新北市
5胎,男,25～29歲,8,新北市
5胎,男,30～34歲,20,新北市
5胎,男,35～39歲,24,新北市
5胎,男,40～44歲,10,新北市
5胎,男,45～49歲,0,新北市
5胎,男,50歲以上,0,新北市
5胎,男,未滿15歲,0,新北市
6胎,女,15～19歲,0,新北市
6胎,女,20～24歲,0,新北市
6胎,女,25～29歲,5,新北市
6胎,女,30～34歲,3,新北市
6胎,女,35～39歲,4,新北市
6胎,女,40～44歲,2,新北市
6胎,女,45～49歲,0,新北市
6胎,女,50歲以上,0,新北市
6胎,女,未滿15歲,0,新北市
6胎,男,15～19歲,0,新北市
6胎,男,20～24歲,0,新北市
6胎,男,25～29歲,2,新北市
6胎,男,30～34歲,7,新北市
6胎,男,35～39歲,6,新北市
6胎,男,40～44歲,2,新北市
6胎,男,45～49歲,0,新北市
6胎,男,50歲以上,0,新北市
6胎,男,未滿15歲,0,新北市
7胎,女,15～19歲,0,新北市
7胎,女,20～24歲,0,新北市
7胎,女,25～29歲,0,新北市
7胎,女,30～34歲,0,新北市
7胎,女,35～39歲,4,新北市
7胎,女,40～44歲,1,新北市
7胎,女,45～49歲,0,新北市
7胎,女,50歲以上,0,新北市
7胎,女,未滿15歲,0,新北市
7胎,男,15～19歲,0,新北市
7胎,男,20～24歲,0,新北市
7胎,男,25～29歲,0,新北市
7胎,男,30～34歲,2,新北市
7胎,男,35～39歲,0,新北市
7胎,男,40～44歲,0,新北市
7胎,男,45～49歲,0,新北市
7胎,男,50歲以上,0,新北市
7胎,男,未滿15歲,0,新北市
8胎,女,15～19歲,0,新北市
8胎,女,20～24歲,0,新北市
8胎,女,25～29歲,0,新北市
8胎,女,30～34歲,1,新北市
8胎,女,35～39歲,1,新北市
8胎,女,40～44歲,1,新北市
8胎,女,45～49歲,0,新北市
8胎,女,50歲以上,0,新北市
8胎,女,未滿15歲,0,新北市
8胎,男,15～19歲,0,新北市
8胎,男,20～24歲,0,新北市
8胎,男,25～29歲,0,新北市
8胎,男,30～34歲,2,新北市
8胎,男,35～39歲,1,新北市
8胎,男,40～44歲,0,新北市
8胎,男,45～49歲,0,新北市
8胎,男,50歲以上,0,新北市
8胎,男,未滿15歲,0,新北市
9胎以上,女,15～19歲,0,新北市
9胎以上,女,20～24歲,0,新北市
9胎以上,女,25～29歲,0,新北市
9胎以上,女,30～34歲,0,新北市
9胎以上,女,35～39歲,0,新北市
9胎以上,女,40～44歲,0,新北市
9胎以上,女,45～49歲,0,新北市
9胎以上,女,50歲以上,0,新北市
9胎以上,女,未滿15歲,0,新北市
9胎以上,男,15～19歲,0,新北市
9胎以上,男,20～24歲,0,新北市
9胎以上,男,25～29歲,1,新北市
9胎以上,男,30～34歲,1,新北市
9胎以上,男,35～39歲,0,新北市
9胎以上,男,40～44歲,0,新北市
9胎以上,男,45～49歲,0,新北市
9胎以上,男,50歲以上,0,新北市
9胎以上,男,未滿15歲,0,新北市
1胎,女,15～19歲,144,桃園市
1胎,女,20～24歲,652,桃園市
1胎,女,25～29歲,1724,桃園市
1胎,女,30～34歲,2142,桃園市
1胎,女,35～39歲,942,桃園市
1胎,女,40～44歲,124,桃園市
1胎,女,45～49歲,3,桃園市
1胎,女,50歲以上,1,桃園市
1胎,女,未滿15歲,3,桃園市
1胎,男,15～19歲,174,桃園市
1胎,男,20～24歲,761,桃園市
1胎,男,25～29歲,1912,桃園市
1胎,男,30～34歲,2239,桃園市
1胎,男,35～39歲,1005,桃園市
1胎,男,40～44歲,149,桃園市
1胎,男,45～49歲,5,桃園市
1胎,男,50歲以上,1,桃園市
1胎,男,未滿15歲,3,桃園市
2胎,女,15～19歲,36,桃園市
2胎,女,20～24歲,264,桃園市
2胎,女,25～29歲,886,桃園市
2胎,女,30～34歲,1702,桃園市
2胎,女,35～39歲,1096,桃園市
2胎,女,40～44歲,149,桃園市
2胎,女,45～49歲,3,桃園市
2胎,女,50歲以上,0,桃園市
2胎,女,未滿15歲,0,桃園市
2胎,男,15～19歲,26,桃園市
2胎,男,20～24歲,270,桃園市
2胎,男,25～29歲,994,桃園市
2胎,男,30～34歲,1841,桃園市
2胎,男,35～39歲,1188,桃園市
2胎,男,40～44歲,159,桃園市
2胎,男,45～49歲,4,桃園市
2胎,男,50歲以上,0,桃園市
2胎,男,未滿15歲,0,桃園市
3胎,女,15～19歲,2,桃園市
3胎,女,20～24歲,48,桃園市
3胎,女,25～29歲,151,桃園市
3胎,女,30～34歲,377,桃園市
3胎,女,35～39歲,368,桃園市
3胎,女,40～44歲,82,桃園市
3胎,女,45～49歲,1,桃園市
3胎,女,50歲以上,0,桃園市
3胎,女,未滿15歲,0,桃園市
3胎,男,15～19歲,4,桃園市
3胎,男,20～24歲,46,桃園市
3胎,男,25～29歲,160,桃園市
3胎,男,30～34歲,353,桃園市
3胎,男,35～39歲,397,桃園市
3胎,男,40～44歲,100,桃園市
3胎,男,45～49歲,2,桃園市
3胎,男,50歲以上,0,桃園市
3胎,男,未滿15歲,0,桃園市
4胎,女,15～19歲,0,桃園市
4胎,女,20～24歲,12,桃園市
4胎,女,25～29歲,34,桃園市
4胎,女,30～34歲,79,桃園市
4胎,女,35～39歲,83,桃園市
4胎,女,40～44歲,25,桃園市
4胎,女,45～49歲,1,桃園市
4胎,女,50歲以上,0,桃園市
4胎,女,未滿15歲,0,桃園市
4胎,男,15～19歲,0,桃園市
4胎,男,20～24歲,8,桃園市
4胎,男,25～29歲,33,桃園市
4胎,男,30～34歲,74,桃園市
4胎,男,35～39歲,98,桃園市
4胎,男,40～44歲,18,桃園市
4胎,男,45～49歲,3,桃園市
4胎,男,50歲以上,0,桃園市
4胎,男,未滿15歲,0,桃園市
5胎,女,15～19歲,0,桃園市
5胎,女,20～24歲,2,桃園市
5胎,女,25～29歲,6,桃園市
5胎,女,30～34歲,20,桃園市
5胎,女,35～39歲,29,桃園市
5胎,女,40～44歲,13,桃園市
5胎,女,45～49歲,0,桃園市
5胎,女,50歲以上,0,桃園市
5胎,女,未滿15歲,0,桃園市
5胎,男,15～19歲,0,桃園市
5胎,男,20～24歲,4,桃園市
5胎,男,25～29歲,11,桃園市
5胎,男,30～34歲,10,桃園市
5胎,男,35～39歲,31,桃園市
5胎,男,40～44歲,8,桃園市
5胎,男,45～49歲,0,桃園市
5胎,男,50歲以上,0,桃園市
5胎,男,未滿15歲,0,桃園市
6胎,女,15～19歲,0,桃園市
6胎,女,20～24歲,0,桃園市
6胎,女,25～29歲,1,桃園市
6胎,女,30～34歲,8,桃園市
6胎,女,35～39歲,11,桃園市
6胎,女,40～44歲,1,桃園市
6胎,女,45～49歲,0,桃園市
6胎,女,50歲以上,0,桃園市
6胎,女,未滿15歲,0,桃園市
6胎,男,15～19歲,0,桃園市
6胎,男,20～24歲,2,桃園市
6胎,男,25～29歲,0,桃園市
6胎,男,30～34歲,8,桃園市
6胎,男,35～39歲,5,桃園市
6胎,男,40～44歲,3,桃園市
6胎,男,45～49歲,0,桃園市
6胎,男,50歲以上,0,桃園市
6胎,男,未滿15歲,0,桃園市
7胎,女,15～19歲,0,桃園市
7胎,女,20～24歲,0,桃園市
7胎,女,25～29歲,0,桃園市
7胎,女,30～34歲,0,桃園市
7胎,女,35～39歲,6,桃園市
7胎,女,40～44歲,1,桃園市
7胎,女,45～49歲,0,桃園市
7胎,女,50歲以上,0,桃園市
7胎,女,未滿15歲,0,桃園市
7胎,男,15～19歲,0,桃園市
7胎,男,20～24歲,0,桃園市
7胎,男,25～29歲,2,桃園市
7胎,男,30～34歲,1,桃園市
7胎,男,35～39歲,2,桃園市
7胎,男,40～44歲,1,桃園市
7胎,男,45～49歲,0,桃園市
7胎,男,50歲以上,0,桃園市
7胎,男,未滿15歲,0,桃園市
8胎,女,15～19歲,0,桃園市
8胎,女,20～24歲,0,桃園市
8胎,女,25～29歲,0,桃園市
8胎,女,30～34歲,0,桃園市
8胎,女,35～39歲,0,桃園市
8胎,女,40～44歲,1,桃園市
8胎,女,45～49歲,0,桃園市
8胎,女,50歲以上,0,桃園市
8胎,女,未滿15歲,0,桃園市
8胎,男,15～19歲,0,桃園市
8胎,男,20～24歲,0,桃園市
8胎,男,25～29歲,0,桃園市
8胎,男,30～34歲,2,桃園市
8胎,男,35～39歲,1,桃園市
8胎,男,40～44歲,1,桃園市
8胎,男,45～49歲,0,桃園市
8胎,男,50歲以上,0,桃園市
8胎,男,未滿15歲,0,桃園市
9胎以上,女,15～19歲,0,桃園市
9胎以上,女,20～24歲,0,桃園市
9胎以上,女,25～29歲,1,桃園市
9胎以上,女,30～34歲,0,桃園市
9胎以上,女,35～39歲,3,桃園市
9胎以上,女,40～44歲,0,桃園市
9胎以上,女,45～49歲,0,桃園市
9胎以上,女,50歲以上,0,桃園市
9胎以上,女,未滿15歲,0,桃園市
9胎以上,男,15～19歲,0,桃園市
9胎以上,男,20～24歲,0,桃園市
9胎以上,男,25～29歲,0,桃園市
9胎以上,男,30～34歲,0,桃園市
9胎以上,男,35～39歲,0,桃園市
9胎以上,男,40～44歲,0,桃園市
9胎以上,男,45～49歲,0,桃園市
9胎以上,男,50歲以上,0,桃園市
9胎以上,男,未滿15歲,0,桃園市
1胎,女,15～19歲,173,新北市
1胎,女,20～24歲,776,新北市
1胎,女,25～29歲,2128,新北市
1胎,女,30～34歲,3069,新北市
1胎,女,35～39歲,1776,新北市
1胎,女,40～44歲,262,新北市
1胎,女,45～49歲,19,新北市
1胎,女,50歲以上,1,新北市
1胎,女,未滿15歲,1,新北市
1胎,男,15～19歲,141,新北市
1胎,男,20～24歲,829,新北市
1胎,男,25～29歲,2259,新北市
1胎,男,30～34歲,3351,新北市
1胎,男,35～39歲,1766,新北市
1胎,男,40～44歲,264,新北市
1胎,男,45～49歲,16,新北市
1胎,男,50歲以上,1,新北市
1胎,男,未滿15歲,2,新北市
2胎,女,15～19歲,14,新北市
2胎,女,20～24歲,285,新北市
2胎,女,25～29歲,1051,新北市
2胎,女,30～34歲,2294,新北市
2胎,女,35～39歲,1741,新北市
2胎,女,40～44歲,295,新北市
2胎,女,45～49歲,13,新北市
2胎,女,50歲以上,0,新北市
2胎,女,未滿15歲,0,新北市
2胎,男,15～19歲,30,新北市
2胎,男,20～24歲,294,新北市
2胎,男,25～29歲,1002,新北市
2胎,男,30～34歲,2367,新北市
2胎,男,35～39歲,1967,新北市
2胎,男,40～44歲,322,新北市
2胎,男,45～49歲,13,新北市
2胎,男,50歲以上,0,新北市
2胎,男,未滿15歲,0,新北市
3胎,女,15～19歲,0,新北市
3胎,女,20～24歲,47,新北市
3胎,女,25～29歲,148,新北市
3胎,女,30～34歲,393,新北市
3胎,女,35～39歲,433,新北市
3胎,女,40～44歲,118,新北市
3胎,女,45～49歲,5,新北市
3胎,女,50歲以上,0,新北市
3胎,女,未滿15歲,0,新北市
3胎,男,15～19歲,2,新北市
3胎,男,20～24歲,37,新北市
3胎,男,25～29歲,155,新北市
3胎,男,30～34歲,470,新北市
3胎,男,35～39歲,511,新北市
3胎,男,40～44歲,133,新北市
3胎,男,45～49歲,7,新北市
3胎,男,50歲以上,0,新北市
3胎,男,未滿15歲,0,新北市
4胎,女,15～19歲,0,新北市
4胎,女,20～24歲,6,新北市
4胎,女,25～29歲,33,新北市
4胎,女,30～34歲,72,新北市
4胎,女,35～39歲,88,新北市
4胎,女,40～44歲,35,新北市
4胎,女,45～49歲,3,新北市
4胎,女,50歲以上,0,新北市
4胎,女,未滿15歲,0,新北市
4胎,男,15～19歲,1,新北市
4胎,男,20～24歲,6,新北市
4胎,男,25～29歲,27,新北市
4胎,男,30～34歲,64,新北市
4胎,男,35～39歲,101,新北市
4胎,男,40～44歲,34,新北市
4胎,男,45～49歲,2,新北市
4胎,男,50歲以上,0,新北市
4胎,男,未滿15歲,0,新北市
5胎,女,15～19歲,0,新北市
5胎,女,20～24歲,0,新北市
5胎,女,25～29歲,9,新北市
5胎,女,30～34歲,12,新北市
5胎,女,35～39歲,24,新北市
5胎,女,40～44歲,4,新北市
5胎,女,45～49歲,0,新北市
5胎,女,50歲以上,0,新北市
5胎,女,未滿15歲,0,新北市
5胎,男,15～19歲,0,新北市
5胎,男,20～24歲,1,新北市
5胎,男,25～29歲,8,新北市
5胎,男,30～34歲,20,新北市
