birth_order,birth_sex,mother_age,birth_count,country
6胎,女,35～39歲,1,基隆市
6胎,女,40～44歲,0,基隆市
6胎,女,45～49歲,0,基隆市
6胎,女,50歲以上,0,基隆市
6胎,女,未滿15歲,0,基隆市
6胎,男,15～19歲,0,基隆市
6胎,男,20～24歲,0,基隆市
6胎,男,25～29歲,0,基隆市
6胎,男,30～34歲,0,基隆市
6胎,男,35～39歲,1,基隆市
6胎,男,40～44歲,0,基隆市
6胎,男,45～49歲,0,基隆市
6胎,男,50歲以上,0,基隆市
6胎,男,未滿15歲,0,基隆市
7胎,女,15～19歲,0,基隆市
7胎,女,20～24歲,0,基隆市
7胎,女,25～29歲,0,基隆市
7胎,女,30～34歲,1,基隆市
7胎,女,35～39歲,1,基隆市
7胎,女,40～44歲,0,基隆市
7胎,女,45～49歲,0,基隆市
7胎,女,50歲以上,0,基隆市
7胎,女,未滿15歲,0,基隆市
7胎,男,15～19歲,0,基隆市
7胎,男,20～24歲,0,基隆市
7胎,男,25～29歲,0,基隆市
7胎,男,30～34歲,0,基隆市
7胎,男,35～39歲,1,基隆市
7胎,男,40～44歲,0,基隆市
7胎,男,45～49歲,0,基隆市
7胎,男,50歲以上,0,基隆市
7胎,男,未滿15歲,0,基隆市
8胎,女,15～19歲,0,基隆市
8胎,女,20～24歲,0,基隆市
8胎,女,25～29歲,0,基隆市
8胎,女,30～34歲,0,基隆市
8胎,女,35～39歲,0,基隆市
8胎,女,40～44歲,0,基隆市
8胎,女,45～49歲,0,基隆市
8胎,女,50歲以上,0,基隆市
8胎,女,未滿15歲,0,基隆市
8胎,男,15～19歲,0,基隆市
8胎,男,20～24歲,0,基隆市
8胎,男,25～29歲,0,基隆市
8胎,男,30～34歲,0,基隆市
8胎,男,35～39歲,0,基隆市
8胎,男,40～44歲,0,基隆市
8胎,男,45～49歲,0,基隆市
8胎,男,50歲以上,0,基隆市
8胎,男,未滿15歲,0,基隆市
9胎以上,女,15～19歲,0,基隆市
9胎以上,女,20～24歲,0,基隆市
9胎以上,女,25～29歲,0,基隆市
9胎以上,女,30～34歲,0,基隆市
9胎以上,女,35～39歲,0,基隆市
9胎以上,女,40～44歲,1,基隆市
9胎以上,女,45～49歲,0,基隆市
9胎以上,女,50歲以上,0,基隆市
9胎以上,女,未滿15歲,0,基隆市
9胎以上,男,15～19歲,0,基隆市
9胎以上,男,20～24歲,0,基隆市
9胎以上,男,25～29歲,0,基隆市
9胎以上,男,30～34歲,1,基隆市
9胎以上,男,35～39歲,0,基隆市
9胎以上,男,40～44歲,0,基隆市
9胎以上,男,45～49歲,0,基隆市
9胎以上,男,50歲以上,0,基隆市
9胎以上,男,未滿15歲,0,基隆市
1胎,女,15～19歲,37,臺北市
1胎,女,20～24歲,265,臺北市
1胎,女,25～29歲,1069,臺北市
1胎,女,30～34歲,2372,臺北市
1胎,女,35～39歲,1533,臺北市
1胎,女,40～44歲,291,臺北市
1胎,女,45～49歲,27,臺北市
1胎,女,50歲以上,6,臺北市
1胎,女,未滿15歲,1,臺北市
1胎,男,15～19歲,37,臺北市
1胎,男,20～24歲,233,臺北市
1胎,男,25～29歲,1114,臺北市
1胎,男,30～34歲,2447,臺北市
1胎,男,35～39歲,1636,臺北市
1胎,男,40～44歲,330,臺北市
1胎,男,45～49歲,22,臺北市
1胎,男,50歲以上,3,臺北市
1胎,男,未滿15歲,0,臺北市
2胎,女,15～19歲,2,臺北市
2胎,女,20～24歲,74,臺北市
2胎,女,25～29歲,410,臺北市
2胎,女,30～34歲,1504,臺北市
2胎,女,35～39歲,1578,臺北市
2胎,女,40～44歲,336,臺北市
2胎,女,45～49歲,7,臺北市
2胎,女,50歲以上,1,臺北市
2胎,女,未滿15歲,0,臺北市
2胎,男,15～19歲,3,臺北市
2胎,男,20～24歲,78,臺北市
2胎,男,25～29歲,483,臺北市
2胎,男,30～34歲,1661,臺北市
2胎,男,35～39歲,1736,臺北市
2胎,男,40～44歲,386,臺北市
2胎,男,45～49歲,15,臺北市
2胎,男,50歲以上,2,臺北市
2胎,男,未滿15歲,0,臺北市
3胎,女,15～19歲,0,臺北市
3胎,女,20～24歲,8,臺北市
3胎,女,25～29歲,61,臺北市
3胎,女,30～34歲,202,臺北市
3胎,女,35～39歲,325,臺北市
3胎,女,40～44歲,115,臺北市
3胎,女,45～49歲,3,臺北市
3胎,女,50歲以上,0,臺北市
3胎,女,未滿15歲,0,臺北市
3胎,男,15～19歲,0,臺北市
3胎,男,20～24歲,7,臺北市
3胎,男,25～29歲,55,臺北市
3胎,男,30～34歲,240,臺北市
3胎,男,35～39歲,374,臺北市
3胎,男,40～44歲,115,臺北市
3胎,男,45～49歲,5,臺北市
3胎,男,50歲以上,0,臺北市
3胎,男,未滿15歲,0,臺北市
4胎,女,15～19歲,0,臺北市
4胎,女,20～24歲,1,臺北市
4胎,女,25～29歲,9,臺北市
4胎,女,30～34歲,26,臺北市
4胎,女,35～39歲,52,臺北市
4胎,女,40～44歲,22,臺北市
4胎,女,45～49歲,1,臺北市
4胎,女,50歲以上,0,臺北市
4胎,女,未滿15歲,0,臺北市
4胎,男,15～19歲,0,臺北市
4胎,男,20～24歲,3,臺北市
4胎,男,25～29歲,13,臺北市
4胎,男,30～34歲,25,臺北市
4胎,男,35～39歲,37,臺北市
4胎,男,40～44歲,13,臺北市
4胎,男,45～49歲,0,臺北市
4胎,男,50歲以上,0,臺北市
4胎,男,未滿15歲,0,臺北市
5胎,女,15～19歲,0,臺北市
5胎,女,20～24歲,0,臺北市
5胎,女,25～29歲,2,臺北市
5胎,女,30～34歲,10,臺北市
5胎,女,35～39歲,8,臺北市
5胎,女,40～44歲,2,臺北市
5胎,女,45～49歲,0,臺北市
5胎,女,50歲以上,0,臺北市
5胎,女,未滿15歲,0,臺北市
5胎,男,15～19歲,0,臺北市
5胎,男,20～24歲,1,臺北市
5胎,男,25～29歲,2,臺北市
5胎,男,30～34歲,1,臺北市
5胎,男,35～39歲,6,臺北市
5胎,男,40～44歲,6,臺北市
5胎,男,45～49歲,1,臺北市
5胎,男,50歲以上,0,臺北市
5胎,男,未滿15歲,0,臺北市
6胎,女,15～19歲,0,臺北市
6胎,女,20～24歲,0,臺北市
6胎,女,25～29歲,0,臺北市
6胎,女,30～34歲,2,臺北市
6胎,女,35～39歲,2,臺北市
6胎,女,40～44歲,2,臺北市
6胎,女,45～49歲,0,臺北市
6胎,女,50歲以上,0,臺北市
6胎,女,未滿15歲,0,臺北市
6胎,男,15～19歲,0,臺北市
6胎,男,20～24歲,0,臺北市
6胎,男,25～29歲,0,臺北市
6胎,男,30～34歲,2,臺北市
6胎,男,35～39歲,4,臺北市
6胎,男,40～44歲,1,臺北市
6胎,男,45～49歲,0,臺北市
6胎,男,50歲以上,0,臺北市
6胎,男,未滿15歲,0,臺北市
7胎,女,15～19歲,0,臺北市
7胎,女,20～24歲,0,臺北市
7胎,女,25～29歲,0,臺北市
7胎,女,30～34歲,0,臺北市
7胎,女,35～39歲,1,臺北市
7胎,女,40～44歲,0,臺北市
7胎,女,45～49歲,0,臺北市
7胎,女,50歲以上,0,臺北市
7胎,女,未滿15歲,0,臺北市
7胎,男,15～19歲,0,臺北市
7胎,男,20～24歲,0,臺北市
7胎,男,25～29歲,0,臺北市
7胎,男,30～34歲,0,臺北市
7胎,男,35～39歲,0,臺北市
7胎,男,40～44歲,1,臺北市
7胎,男,45～49歲,0,臺北市
7胎,男,50歲以上,0,臺北市
7胎,男,未滿15歲,0,臺北市
8胎,女,15～19歲,0,臺北市
8胎,女,20～24歲,0,臺北市
8胎,女,25～29歲,0,臺北市
8胎,女,30～34歲,0,臺北市
8胎,女,35～39歲,0,臺北市
8胎,女,40～44歲,0,臺北市
8胎,女,45～49歲,0,臺北市
8胎,女,50歲以上,0,臺北市
8胎,女,未滿15歲,0,臺北市
8胎,男,15～19歲,0,臺北市
8胎,男,20～24歲,0,臺北市
8胎,男,25～29歲,0,臺北市
8胎,男,30～34歲,0,臺北市
8胎,男,35～39歲,0,臺北市
8胎,男,40～44歲,1,臺北市
8胎,男,45～49歲,0,臺北市
8胎,男,50歲以上,0,臺北市
8胎,男,未滿15歲,0,臺北市
9胎以上,女,15～19歲,0,臺北市
9胎以上,女,20～24歲,0,臺北市
9胎以上,女,25～29歲,0,臺北市
9胎以上,女,30～34歲,0,臺北市
9胎以上,女,35～39歲,1,臺北市
9胎以上,女,40～44歲,0,臺北市
9胎以上,女,45～49歲,0,臺北市
9胎以上,女,50歲以上,0,臺北市
9胎以上,女,未滿15歲,0,臺北市
9胎以上,男,15～19歲,0,臺北市
9胎以上,男,20～24歲,0,臺北市
9胎以上,男,25～29歲,0,臺北市
9胎以上,男,30～34歲,0,臺北市
9胎以上,男,35～39歲,1,臺北市
9胎以上,男,40～44歲,0,臺北市
9胎以上,男,45～49歲,0,臺北市
9胎以上,男,50歲以上,0,臺北市
9胎以上,男,未滿15歲,0,臺北市
1胎,女,15～19歲,116,新北市
1胎,女,20～24歲,728,新北市
1胎,女,25～29歲,1982,新北市
1胎,女,30～34歲,2766,新北市
1胎,女,35～39歲,1577,新北市
1胎,女,40～44歲,338,新北市
1胎,女,45～49歲,22,新北市
1胎,女,50歲以上,0,新北市
1胎,女,未滿15歲,2,新北市
1胎,男,15～19歲,137,新北市
1胎,男,20～24歲,810,新北市
1胎,男,25～29歲,1991,新北市
1胎,男,30～34歲,2991,新北市
1胎,男,35～39歲,1762,新北市
1胎,男,40～44歲,344,新北市
1胎,男,45～49歲,20,新北市
1胎,男,50歲以上,5,新北市
1胎,男,未滿15歲,1,新北市
2胎,女,15～19歲,15,新北市
2胎,女,20～24歲,263,新北市
2胎,女,25～29歲,842,新北市
2胎,女,30～34歲,1788,新北市
2胎,女,35～39歲,1602,新北市
2胎,女,40～44歲,344,新北市
2胎,女,45～49歲,9,新北市
2胎,女,50歲以上,0,新北市
2胎,女,未滿15歲,0,新北市
2胎,男,15～19歲,22,新北市
2胎,男,20～24歲,265,新北市
2胎,男,25～29歲,860,新北市
2胎,男,30～34歲,1850,新北市
2胎,男,35～39歲,1739,新北市
2胎,男,40～44歲,363,新北市
2胎,男,45～49歲,2,新北市
2胎,男,50歲以上,0,新北市
2胎,男,未滿15歲,0,新北市
3胎,女,15～19歲,3,新北市
3胎,女,20～24歲,36,新北市
3胎,女,25～29歲,155,新北市
3胎,女,30～34歲,336,新北市
3胎,女,35～39歲,405,新北市
3胎,女,40～44歲,127,新北市
3胎,女,45～49歲,4,新北市
3胎,女,50歲以上,0,新北市
3胎,女,未滿15歲,0,新北市
3胎,男,15～19歲,4,新北市
3胎,男,20～24歲,43,新北市
3胎,男,25～29歲,142,新北市
3胎,男,30～34歲,363,新北市
3胎,男,35～39歲,463,新北市
3胎,男,40～44歲,122,新北市
3胎,男,45～49歲,5,新北市
3胎,男,50歲以上,1,新北市
3胎,男,未滿15歲,0,新北市
4胎,女,15～19歲,0,新北市
4胎,女,20～24歲,5,新北市
4胎,女,25～29歲,23,新北市
4胎,女,30～34歲,66,新北市
4胎,女,35～39歲,84,新北市
4胎,女,40～44歲,29,新北市
4胎,女,45～49歲,3,新北市
4胎,女,50歲以上,0,新北市
4胎,女,未滿15歲,0,新北市
4胎,男,15～19歲,0,新北市
4胎,男,20～24歲,6,新北市
4胎,男,25～29歲,34,新北市
4胎,男,30～34歲,69,新北市
4胎,男,35～39歲,101,新北市
4胎,男,40～44歲,44,新北市
4胎,男,45～49歲,4,新北市
4胎,男,50歲以上,0,新北市
4胎,男,未滿15歲,0,新北市
5胎,女,15～19歲,0,新北市
5胎,女,20～24歲,2,新北市
5胎,女,25～29歲,10,新北市
5胎,女,30～34歲,8,新北市
5胎,女,35～39歲,25,新北市
5胎,女,40～44歲,3,新北市
5胎,女,45～49歲,1,新北市
5胎,女,50歲以上,0,新北市
5胎,女,未滿15歲,0,新北市
5胎,男,15～19歲,0,新北市
5胎,男,20～24歲,2,新北市
5胎,男,25～29歲,8,新北市
5胎,男,30～34歲,17,新北市
5胎,男,35～39歲,20,新北市
5胎,男,40～44歲,13,新北市
5胎,男,45～49歲,0,新北市
5胎,男,50歲以上,0,新北市
5胎,男,未滿15歲,0,新北市
6胎,女,15～19歲,0,新北市
6胎,女,20～24歲,0,新北市
6胎,女,25～29歲,1,新北市
6胎,女,30～34歲,6,新北市
6胎,女,35～39歲,4,新北市
6胎,女,40～44歲,4,新北市
6胎,女,45～49歲,0,新北市
6胎,女,50歲以上,0,新北市
6胎,女,未滿15歲,0,新北市
6胎,男,15～19歲,0,新北市
6胎,男,20～24歲,1,新北市
6胎,男,25～29歲,1,新北市
6胎,男,30～34歲,4,新北市
6胎,男,35～39歲,7,新北市
6胎,男,40～44歲,2,新北市
6胎,男,45～49歲,0,新北市
6胎,男,50歲以上,0,新北市
6胎,男,未滿15歲,0,新北市
7胎,女,15～19歲,0,新北市
7胎,女,20～24歲,0,新北市
7胎,女,25～29歲,0,新北市
7胎,女,30～34歲,2,新北市
7胎,女,35～39歲,3,新北市
7胎,女,40～44歲,0,新北市
7胎,女,45～49歲,0,新北市
7胎,女,50歲以上,0,新北市
7胎,女,未滿15歲,0,新北市
7胎,男,15～19歲,0,新北市
7胎,男,20～24歲,0,新北市
7胎,男,25～29歲,2,新北市
7胎,男,30～34歲,1,新北市
7胎,男,35～39歲,1,新北市
7胎,男,40～44歲,1,新北市
7胎,男,45～49歲,0,新北市
7胎,男,50歲以上,0,新北市
7胎,男,未滿15歲,0,新北市
8胎,女,15～19歲,0,新北市
8胎,女,20～24歲,0,新北市
8胎,女,25～29歲,0,新北市
8胎,女,30～34歲,0,新北市
8胎,女,35～39歲,1,新北市
8胎,女,40～44歲,0,新北市
8胎,女,45～49歲,0,新北市
8胎,女,50歲以上,0,新北市
8胎,女,未滿15歲,0,新北市
8胎,男,15～19歲,0,新北市
8胎,男,20～24歲,0,新北市
8胎,男,25～29歲,0,新北市
8胎,男,30～34歲,0,新北市
8胎,男,35～39歲,0,新北市
8胎,男,40～44歲,0,新北市
8胎,男,45～49歲,0,新北市
8胎,男,50歲以上,0,新北市
8胎,男,未滿15歲,0,新北市
9胎以上,女,15～19歲,0,新北市
9胎以上,女,20～24歲,0,新北市
9胎以上,女,25～29歲,1,新北市
9胎以上,女,30～34歲,0,新北市
9胎以上,女,35～39歲,1,新北市
9胎以上,女,40～44歲,0,新北市
9胎以上,女,45～49歲,0,新北市
9胎以上,女,50歲以上,0,新北市
9胎以上,女,未滿15歲,0,新北市
9胎以上,男,15～19歲,0,新北市
9胎以上,男,20～24歲,0,新北市
9胎以上,男,25～29歲,0,新北市
9胎以上,男,30～34歲,2,新北市
9胎以上,男,35～39歲,0,新北市
9胎以上,男,40～44歲,0,新北市
9胎以上,男,45～49歲,0,新北市
9胎以上,男,50歲以上,0,新北市
9胎以上,男,未滿15歲,0,新北市
1胎,女,15～19歲,105,桃園市
1胎,女,20～24歲,672,桃園市
1胎,女,25～29歲,1739,桃園市
1胎,女,30～34歲,2074,桃園市
1胎,女,35～39歲,955,桃園市
1胎,女,40～44歲,164,桃園市
1胎,女,45～49歲,7,桃園市
1胎,女,50歲以上,1,桃園市
1胎,女,未滿15歲,2,桃園市
1胎,男,15～19歲,122,桃園市
1胎,男,20～24歲,677,桃園市
1胎,男,25～29歲,1813,桃園市
1胎,男,30～34歲,2209,桃園市
1胎,男,35～39歲,1108,桃園市
1胎,男,40～44歲,198,桃園市
1胎,男,45～49歲,8,桃園市
1胎,男,50歲以上,1,桃園市
1胎,男,未滿15歲,1,桃園市
2胎,女,15～19歲,18,桃園市
2胎,女,20～24歲,253,桃園市
2胎,女,25～29歲,842,桃園市
2胎,女,30～34歲,1567,桃園市
2胎,女,35～39歲,1097,桃園市
2胎,女,40～44歲,164,桃園市
2胎,女,45～49歲,6,桃園市
2胎,女,50歲以上,0,桃園市
2胎,女,未滿15歲,0,桃園市
2胎,男,15～19歲,31,桃園市
2胎,男,20～24歲,261,桃園市
2胎,男,25～29歲,881,桃園市
2胎,男,30～34歲,1686,桃園市
2胎,男,35～39歲,1236,桃園市
2胎,男,40～44歲,215,桃園市
2胎,男,45～49歲,5,桃園市
2胎,男,50歲以上,0,桃園市
2胎,男,未滿15歲,0,桃園市
3胎,女,15～19歲,1,桃園市
3胎,女,20～24歲,43,桃園市
3胎,女,25～29歲,145,桃園市
3胎,女,30～34歲,349,桃園市
3胎,女,35～39歲,343,桃園市
3胎,女,40～44歲,95,桃園市
3胎,女,45～49歲,4,桃園市
3胎,女,50歲以上,0,桃園市
3胎,女,未滿15歲,0,桃園市
3胎,男,15～19歲,4,桃園市
3胎,男,20～24歲,45,桃園市
3胎,男,25～29歲,165,桃園市
3胎,男,30～34歲,336,桃園市
3胎,男,35～39歲,418,桃園市
3胎,男,40～44歲,102,桃園市
3胎,男,45～49歲,5,桃園市
3胎,男,50歲以上,0,桃園市
3胎,男,未滿15歲,0,桃園市
4胎,女,15～19歲,0,桃園市
4胎,女,20～24歲,9,桃園市
4胎,女,25～29歲,28,桃園市
4胎,女,30～34歲,46,桃園市
4胎,女,35～39歲,74,桃園市
4胎,女,40～44歲,31,桃園市
4胎,女,45～49歲,1,桃園市
4胎,女,50歲以上,0,桃園市
4胎,女,未滿15歲,0,桃園市
4胎,男,15～19歲,0,桃園市
4胎,男,20～24歲,16,桃園市
4胎,男,25～29歲,46,桃園市
4胎,男,30～34歲,71,桃園市
4胎,男,35～39歲,107,桃園市
4胎,男,40～44歲,36,桃園市
4胎,男,45～49歲,0,桃園市
4胎,男,50歲以上,0,桃園市
4胎,男,未滿15歲,0,桃園市
5胎,女,15～19歲,0,桃園市
5胎,女,20～24歲,0,桃園市
5胎,女,25～29歲,10,桃園市
5胎,女,30～34歲,19,桃園市
5胎,女,35～39歲,14,桃園市
5胎,女,40～44歲,5,桃園市
5胎,女,45～49歲,0,桃園市
5胎,女,50歲以上,0,桃園市
5胎,女,未滿15歲,0,桃園市
5胎,男,15～19歲,0,桃園市
5胎,男,20～24歲,2,桃園市
5胎,男,25～29歲,20,桃園市
5胎,男,30～34歲,22,桃園市
5胎,男,35～39歲,18,桃園市
5胎,男,40～44歲,10,桃園市
5胎,男,45～49歲,2,桃園市
5胎,男,50歲以上,0,桃園市
5胎,男,未滿15歲,0,桃園市
6胎,女,15～19歲,0,桃園市
6胎,女,20～24歲,2,桃園市
6胎,女,25～29歲,6,桃園市
6胎,女,30～34歲,8,桃園市
6胎,女,35～39歲,7,桃園市
6胎,女,40～44歲,5,桃園市
6胎,女,45～49歲,0,桃園市
6胎,女,50歲以上,0,桃園市
6胎,女,未滿15歲,0,桃園市
6胎,男,15～19歲,0,桃園市
6胎,男,20～24歲,0,桃園市
6胎,男,25～29歲,2,桃園市
6胎,男,30～34歲,4,桃園市
6胎,男,35～39歲,11,桃園市
6胎,男,40～44歲,3,桃園市
6胎,男,45～49歲,0,桃園市
6胎,男,50歲以上,0,桃園市
6胎,男,未滿15歲,0,桃園市
7胎,女,15～19歲,0,桃園市
7胎,女,20～24歲,0,桃園市
7胎,女,25～29歲,2,桃園市
7胎,女,30～34歲,3,桃園市
7胎,女,35～39歲,3,桃園市
7胎,女,40～44歲,2,桃園市
7胎,女,45～49歲,0,桃園市
7胎,女,50歲以上,0,桃園市
7胎,女,未滿15歲,0,桃園市
7胎,男,15～19歲,0,桃園市
7胎,男,20～24歲,0,桃園市
7胎,男,25～29歲,0,桃園市
7胎,男,30～34歲,2,桃園市
7胎,男,35～39歲,4,桃園市
7胎,男,40～44歲,1,桃園市
7胎,男,45～49歲,0,桃園市
7胎,男,50歲以上,0,桃園市
7胎,男,未滿15歲,0,桃園市
8胎,女,15～19歲,0,桃園市
8胎,女,20～24歲,0,桃園市
8胎,女,25～29歲,0,桃園市
8胎,女,30～34歲,4,桃園市
8胎,女,35～39歲,1,桃園市
8胎,女,40～44歲,0,桃園市
8胎,女,45～49歲,0,桃園市
8胎,女,50歲以上,0,桃園市
8胎,女,未滿15歲,0,桃園市
8胎,男,15～19歲,0,桃園市
8胎,男,20～24歲,0,桃園市
8胎,男,25～29歲,0,桃園市
8胎,男,30～34歲,0,桃園市
8胎,男,35～39歲,2,桃園市
8胎,男,40～44歲,2,桃園市
8胎,男,45～49歲,0,桃園市
8胎,男,50歲以上,0,桃園市
8胎,男,未滿15歲,0,桃園市
9胎以上,女,15～19歲,0,桃園市
9胎以上,女,20～24歲,0,桃園市
9胎以上,女,25～29歲,0,桃園市
9胎以上,女,30～34歲,1,桃園市
9胎以上,女,35～39歲,2,桃園市
9胎以上,女,40～44歲,2,桃園市
9胎以上,女,45～49歲,0,桃園市
9胎以上,女,50歲以上,0,桃園市
9胎以上,女,未滿15歲,0,桃園市
9胎以上,男,15～19歲,0,桃園市
9胎以上,男,20～24歲,0,桃園市
9胎以上,男,25～29歲,0,桃園市
9胎以上,男,30～34歲,0,桃園市
9胎以上,男,35～39歲,2,桃園市
9胎以上,男,40～44歲,0,桃園市
9胎以上,男,45～49歲,0,桃園市
9胎以上,男,50歲以上,0,桃園市
9胎以上,男,未滿15歲,0,桃園市
1胎,女,15～19歲,116,新北市
1胎,女,20～24歲,728,新北市
1胎,女,25～29歲,1982,新北市
1胎,女,30～34歲,2766,新北市
1胎,女,35～39歲,1577,新北市
1胎,女,40～44歲,338,新北市
1胎,女,45～49歲,22,新北市
1胎,女,50歲以上,0,新北市
1胎,女,未滿15歲,2,新北市
1胎,男,15～19歲,137,新北市
1胎,男,20～24歲,810,新北市
1胎,男,25～29歲,1991,新北市
1胎,男,30～34歲,2991,新北市
1胎,男,35～39歲,1762,新北市
1胎,男,40～44歲,344,新北市
1胎,男,45～49歲,20,新北市
1胎,男,50歲以上,5,新北市
1胎,男,未滿15歲,1,新北市
2胎,女,15～19歲,15,新北市
2胎,女,20～24歲,263,新北市
2胎,女,25～29歲,842,新北市
2胎,女,30～34歲,1788,新北市
2胎,女,35～39歲,1602,新北市
2胎,女,40～44歲,344,新北市
2胎,女,45～49歲,9,新北市
2胎,女,50歲以上,0,新北市
2胎,女,未滿15歲,0,新北市
2胎,男,15～19歲,22,新北市
2胎,男,20～24歲,265,新北市
2胎,男,25～29歲,860,新北市
2胎,男,30～34歲,1850,新北市
2胎,男,35～39歲,1739,新北市
2胎,男,40～44歲,363,新北市
2胎,男,45～49歲,2,新北市
2胎,男,50歲以上,0,新北市
2胎,男,未滿15歲,0,新北市
3胎,女,15～19歲,3,新北市
3胎,女,20～24歲,36,新北市
3胎,女,25～29歲,155,新北市
3胎,女,30～34歲,336,新北市
3胎,女,35～39歲,405,新北市
3胎,女,40～44歲,127,新北市
3胎,女,45～49歲,4,新北市
3胎,女,50歲以上,0,新北市
3胎,女,未滿15歲,0,新北市
3胎,男,15～19歲,4,新北市
3胎,男,20～24歲,43,新北市
3胎,男,25～29歲,142,新北市
3胎,男,30～34歲,363,新北市
3胎,男,35～39歲,463,新北市
3胎,男,40～44歲,122,新北市
3胎,男,45～49歲,5,新北市
3胎,男,50歲以上,1,新北市
3胎,男,未滿15歲,0,新北市
4胎,女,15～19歲,0,新北市
4胎,女,20～24歲,5,新北市
4胎,女,25～29歲,23,新北市
4胎,女,30～34歲,66,新北市
4胎,女,35～39歲,84,新北市
4胎,女,40～44歲,29,新北市
4胎,女,45～49歲,3,新北市
4胎,女,50歲以上,0,新北市
4胎,女,未滿15歲,0,新北市
4胎,男,15～19歲,0,新北市
4胎,男,20～24歲,6,新北市
4胎,男,25～29歲,34,新北市
4胎,男,30～34歲,69,新北市
4胎,男,35～39歲,101,新北市
4胎,男,40～44歲,44,新北市
4胎,男,45～49歲,4,新北市
4胎,男,50歲以上,0,新北市
4胎,男,未滿15歲,0,新北市
5胎,女,15～19歲,0,新北市
5胎,女,20～24歲,2,新北市
5胎,女,25～29歲,10,新北市
5胎,女,30～34歲,8,新北市
5胎,女,35～39歲,25,新北市
5胎,女,40～44歲,3,新北市
5胎,女,45～49歲,1,新北市
5胎,女,50歲以上,0,新北市
5胎,女,未滿15歲,0,新北市
5胎,男,15～19歲,0,新北市
5胎,男,20～24歲,2,新北市
5胎,男,25～29歲,8,新北市
5胎,男,30～34歲,17,新北市
